p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,Chr,start,end,strand,gene_anno
2.731516253924788e-4,2.3360207945113602,0.115,0.029,1,10,Caacu.v4.9G002810,Chr9,6666777,6670972,-,sucrose-proton symporter
2.81820262026847e-4,2.8898583993077347,0.058,0.009,1,10,Caacu.v4.4G006180,Chr4,10291907,10308580,+,Ras-related small GTP-binding family protein
2.8277815284748274e-4,4.073247338732357,0.038,0.003,1,10,Caacu.v4.16G013490,Chr16,15659812,15666386,+,HIT-type Zinc finger family protein
2.8545724510899725e-4,2.542035861089841,0.077,0.015,1,10,Caacu.v4.11G013840,Chr11,15057071,15062192,-,K+ efflux antiporter
2.876616823417081e-4,2.7547158074257085,0.058,0.009,1,10,Caacu.v4.5G002290,Chr5,1637670,1642123,-,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
2.9093528403133787e-4,2.2701520695539483,0.096,0.022,1,10,Caacu.v4.8G018190,Chr8,18715065,18717654,-,myristoyl-CoA:protein N-myristoyltransferase
2.9447613080555286e-4,2.5597985687260447,0.038,0.007,1,10,Caacu.v4.11G011780,Chr11,13328314,13335558,+,NB-ARC domain-containing disease resistance protein
2.953388039018561e-4,2.2843568104453875,0.058,0.009,1,10,Caacu.v4.11G005690,Chr11,7636188,7640087,-,conserved hypothetical protein
2.992489321708838e-4,2.3685407824573743,0.058,0.009,1,10,Caacu.v4.7G005400,Chr7,11294572,11299389,-,UDP-D-apiose/UDP-D-xylose synthase
3.074070094346982e-4,2.220755386713542,0.135,0.039,1,10,Caacu.v4.14G004420,Chr14,3030104,3052958,-,pre-mRNA-processing protein 40A
3.0932517985323967e-4,1.9764101208752407,0.231,0.091,1,10,Caacu.v4.13G006810,Chr13,5665061,5674005,-,cellulose synthase A2
3.0963288210267785e-4,2.188299670018896,0.077,0.015,1,10,Caacu.v4.21G007880,Chr21,9624620,9639479,+,VH1-interacting kinase
3.0998670309514064e-4,2.1992910086776134,0.077,0.015,1,10,Caacu.v4.14G008300,Chr14,6701153,6703555,-,galactinol synthase
3.1750549303285244e-4,7.479847596669068,0.019,0,1,10,Caacu.v4.9G014360,Chr9,17375738,17377866,-,hypothetical protein
3.1750567425977853e-4,5.330214583008663,0.019,0.001,1,10,Caacu.v4.1G031430,Chr1,34757960,34765083,-,Preprotein translocase SecA family protein
3.175057346687708e-4,4.800095420507648,0.019,0.001,1,10,Caacu.v4.10G006670,Chr10,8245233,8246045,-,hypothetical protein
3.175057346687708e-4,4.538362624250189,0.019,0.001,1,10,Caacu.v4.13G001430,Chr13,1104586,1110604,+,BEL1-like homeodomain
3.175057346687708e-4,5.241795459817695,0.019,0.001,1,10,Caacu.v4.18G001590,Chr18,1538731,1540170,-,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
3.175057346687708e-4,4.90830610365424,0.019,0.001,1,10,Caacu.v4.6G011520,Chr6,12050653,12052743,+,hypothetical protein
3.175057346687708e-4,4.898484968621381,0.019,0.001,1,10,Caacu.v4.18G005040,Chr18,4145577,4153150,+,"cytochrome P450, family 714, subfamily A, polypeptide"
3.1998437989825016e-4,4.429585300465785,0.019,0.001,1,10,Caacu.v4.7G012420,Chr7,17515513,17541339,-,myosin
3.1998437989825016e-4,4.701109571878506,0.019,0.001,1,10,Caacu.v4.3G007380,Chr3,6192108,6194305,+,RING/U-box superfamily protein
3.2248112830575323e-4,3.6951737317228694,0.019,0.001,1,10,Caacu.v4.12G011060,Chr12,16248969,16256530,-,RHO guanyl-nucleotide exchange factor
3.2248112830575323e-4,4.211440193719798,0.019,0.001,1,10,Caacu.v4.18G004620,Chr18,3903287,3904799,+,ethylene responsive element binding factor
3.2248112830575323e-4,4.02919277964243,0.019,0.001,1,10,Caacu.v4.19G001090,Chr19,3185721,3192837,-,pre-mRNA-processing protein 40C
3.249961018259151e-4,3.462822758539806,0.019,0.001,1,10,Caacu.v4.1G009670,Chr1,16191382,16199573,-,hypothetical protein
3.249961018259151e-4,3.8948226782149624,0.019,0.001,1,10,Caacu.v4.4G007610,Chr4,11791727,11796102,-,MATE efflux family protein
3.249961018259151e-4,3.5194072099817557,0.019,0.001,1,10,Caacu.v4.4G010870,Chr4,14731823,14733257,+,nucleic acid binding;sequence-specific DNA binding transcription factors;zinc ion binding
3.249961018259151e-4,3.5330779879104295,0.019,0.001,1,10,Caacu.v4.9G013570,Chr9,16898787,16900905,-,Ubiquitin-like superfamily protein
3.249961018259151e-4,3.7705904883203347,0.019,0.001,1,10,Caacu.v4.20G011090,Chr20,12065155,12065519,+,catalytics
3.260516331442236e-4,2.035456019900642,0.096,0.022,1,10,Caacu.v4.4G008070,Chr4,12254988,12273520,-,aldehyde dehydrogenase  6B2
3.275294231338315e-4,3.3866053096652777,0.019,0.001,1,10,Caacu.v4.1G015250,Chr1,21343086,21346792,-,hypothetical protein
3.275294231338315e-4,2.2295349464803595,0.019,0.001,1,10,Caacu.v4.1G028410,Chr1,32507849,32510872,+,Putative integral membrane protein conserved region (DUF2404)
3.275294231338315e-4,2.89813815268028,0.019,0.001,1,10,Caacu.v4.7G002390,Chr7,6820629,6824200,-,Protein of unknown function (DUF630 and DUF632)
3.275294231338315e-4,2.1684089480522495,0.019,0.001,1,10,Caacu.v4.7G010830,Chr7,16193353,16195808,+,FRAGILE HISTIDINE TRIAD
3.275294231338315e-4,3.0616324940217527,0.019,0.001,1,10,Caacu.v4.7G014800,Chr7,19475016,19478836,+,DNAse I-like superfamily protein
3.275294231338315e-4,2.5263818817843426,0.019,0.001,1,10,Caacu.v4.9G015160,Chr9,17932532,17934293,+,hypothetical protein
3.275294231338315e-4,3.5376908805050986,0.019,0.001,1,10,Caacu.v4.21G003390,Chr21,5110438,5111092,-,hypothetical protein
3.287445581683543e-4,2.0740809719755786,0.115,0.029,1,10,Caacu.v4.15G008780,Chr15,13328209,13332090,-,hypothetical protein
3.2945751681612507e-4,4.024305594177467,0.038,0.004,1,10,Caacu.v4.11G009720,Chr11,11808254,11812211,-,terpene synthase
3.308098205330356e-4,3.97033079342724,0.038,0.004,1,10,Caacu.v4.3G006900,Chr3,5772462,5778946,-,O-fucosyltransferase family protein
3.3353002499056546e-4,3.9352709124423444,0.038,0.004,1,10,Caacu.v4.4G021350,Chr4,22591292,22592728,-,Ubiquitin family protein
3.351409875272043e-4,2.5761234350224633,0.077,0.015,1,10,Caacu.v4.2G020860,Chr2,26410135,26426645,+,electron transport SCO1/SenC family protein
3.376496009302686e-4,3.6788423606959437,0.038,0.004,1,10,Caacu.v4.10G013040,Chr10,16032678,16034290,+,hypothetical protein
3.376496009302686e-4,3.688505463740802,0.038,0.004,1,10,Caacu.v4.14G011590,Chr14,12077698,12080819,+,LSD1 zinc finger family protein
3.3861269775489815e-4,1.965270077790779,0.096,0.022,1,10,Caacu.v4.8G004680,Chr8,6343880,6349057,-,Exostosin family protein
3.39033338908566e-4,3.621992566244257,0.038,0.004,1,10,Caacu.v4.7G000080,Chr7,468326,468815,-,hypothetical protein
3.391355689669969e-4,2.7280967832358973,0.115,0.03,1,10,Caacu.v4.6G016350,Chr6,16194595,16216792,+,delta1-pyrroline-5-carboxylate synthase
3.4099663573968197e-4,2.47926797739712,0.115,0.029,1,10,Caacu.v4.10G006680,Chr10,8281801,8296729,+,citrate synthase
3.418167458694424e-4,3.4940071688771646,0.038,0.004,1,10,Caacu.v4.12G011290,Chr12,16408720,16411786,-,Reticulon family protein
3.440105280065366e-4,2.0134658745498824,0.154,0.048,1,10,Caacu.v4.13G011440,Chr13,12157175,12166094,-,KH domain-containing protein
3.4462150134324234e-4,3.961064056895434,0.038,0.004,1,10,Caacu.v4.18G008970,Chr18,7737930,7739570,+,conserved hypothetical protein
3.4514917486013993e-4,2.2435302762817386,0.096,0.021,1,10,Caacu.v4.3G011410,Chr3,9556689,9566698,-,ubiquitin-conjugating enzyme
3.456819333356329e-4,3.7168987393213424,0.058,0.009,1,10,Caacu.v4.2G005920,Chr2,4589457,4594685,+,inhibitor/interactor with cyclin-dependent kinase
3.517279078730721e-4,2.9290520321414046,0.038,0.004,1,10,Caacu.v4.9G008610,Chr9,13051847,13056845,-,Nucleotide-diphospho-sugar transferases superfamily protein
3.54608660835353e-4,2.939701933939788,0.038,0.004,1,10,Caacu.v4.5G009660,Chr5,7733015,7737419,+,hypothetical protein
3.5605731656898507e-4,2.889377951662265,0.038,0.004,1,10,Caacu.v4.4G021430,Chr4,22642828,22649267,+,Protein kinase superfamily protein
3.575114867465151e-4,2.6889436120581034,0.038,0.004,1,10,Caacu.v4.3G009310,Chr3,7839852,7845198,+,RNA-binding (RRM/RBD/RNP motifs) family protein
3.679807622786556e-4,1.8044084395217896,0.115,0.029,1,10,Caacu.v4.17G001010,Chr17,1501901,1514845,-,protein phosphatase 2A-4
3.7438065256834637e-4,2.5771940623843905,0.058,0.009,1,10,Caacu.v4.14G000760,Chr14,573886,589850,-,Protein of unknown function (DUF1624)
3.754456671629673e-4,2.599581809950449,0.058,0.009,1,10,Caacu.v4.13G000380,Chr13,321114,323862,-,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit
3.754456861879906e-4,2.795691512294498,0.058,0.009,1,10,Caacu.v4.2G028760,Chr2,32754779,32757750,-,Eukaryotic translation initiation factor 2 subunit
3.8008944850312875e-4,2.2167249406776746,0.115,0.03,1,10,Caacu.v4.11G014780,Chr11,15835376,15840470,-,conserved hypothetical protein
3.8248479989219246e-4,1.6396393451524458,0.25,0.104,1,10,Caacu.v4.6G006000,Chr6,5449551,5452579,+,expansin A4
3.831580156335432e-4,1.7163014308082851,0.192,0.068,1,10,Caacu.v4.8G005360,Chr8,6972043,6983697,+,hypothetical protein
3.889866864924946e-4,2.2252329639231023,0.096,0.022,1,10,Caacu.v4.1G018800,Chr1,24483407,24490744,+,E2F/DP family winged-helix DNA-binding domain
4.1959831771012847e-4,2.3651391774688078,0.096,0.022,1,10,Caacu.v4.20G004150,Chr20,3108075,3110518,+,Pectate lyase family protein
4.2009855424810085e-4,2.2214540139129655,0.077,0.015,1,10,Caacu.v4.11G015660,Chr11,16631293,16638013,+,ABL interactor-like protein
4.214888151428286e-4,2.1901976449284497,0.077,0.015,1,10,Caacu.v4.14G009790,Chr14,8248742,8258830,-,Domain of unknown function (DUF1995)
4.528988507998007e-4,3.0950498732881684,0.058,0.009,1,10,Caacu.v4.10G004860,Chr10,4966154,4986274,+,Ypt/Rab-GAP domain of gyp1p superfamily protein
4.5478342465499595e-4,3.060430699641136,0.058,0.009,1,10,Caacu.v4.2G005750,Chr2,4422359,4439282,-,UDP-Glycosyltransferase superfamily protein
4.604188471470958e-4,2.545664129323183,0.077,0.015,1,10,Caacu.v4.12G003830,Chr12,3821144,3855179,+,hypothetical protein
4.6971475908968394e-4,2.3004693335698487,0.154,0.049,1,10,Caacu.v4.3G007180,Chr3,6002906,6013283,-,auxin response factor
4.714256504022459e-4,2.718461775813415,0.058,0.009,1,10,Caacu.v4.9G011310,Chr9,15151396,15172363,-,Sugar isomerase (SIS) family protein
4.7797647351628734e-4,2.6781775134649246,0.058,0.009,1,10,Caacu.v4.1G004300,Chr1,8535484,8552358,+,methyltransferases
4.835727937052162e-4,2.231026663276586,0.096,0.023,1,10,Caacu.v4.18G006360,Chr18,5339002,5345746,-,Cytochrome P450 superfamily protein
4.858200555299719e-4,2.0338430040549187,0.115,0.031,1,10,Caacu.v4.18G009470,Chr18,8394932,8399707,-,Plant-specific GATA-type zinc finger transcription factor family protein
4.8594949779879297e-4,2.484911477000407,0.058,0.009,1,10,Caacu.v4.11G005710,Chr11,7644383,7671774,-,LETM1-like protein
4.897122894383198e-4,2.25834169272692,0.096,0.019,1,10,Caacu.v4.16G006620,Chr16,6128019,6131976,+,Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein
4.897580647177864e-4,2.402373824414593,0.077,0.015,1,10,Caacu.v4.11G007920,Chr11,10221977,10226355,-,HAESA-like
5.006485174469051e-4,2.161607294553995,0.115,0.031,1,10,Caacu.v4.5G004340,Chr5,3343600,3351822,-,cytochrome c oxidase
5.080793652230925e-4,2.2113399509129787,0.077,0.015,1,10,Caacu.v4.9G008120,Chr9,12476452,12492647,-,Clathrin adaptor complexes medium subunit family protein
5.123413060315117e-4,3.81705402069262,0.058,0.006,1,10,Caacu.v4.1G024060,Chr1,28953565,28958890,+,Preprotein translocase SecA family protein
5.146968421425722e-4,1.9297166524829326,0.077,0.015,1,10,Caacu.v4.2G030430,Chr2,34212566,34222876,-,Eukaryotic protein of unknown function (DUF914)
5.169120785241403e-4,2.6188993982195305,0.058,0.015,1,10,Caacu.v4.7G002250,Chr7,6564456,6568937,-,Ankyrin repeat family protein
5.170924962533709e-4,4.652421129586493,0.038,0.005,1,10,Caacu.v4.8G016130,Chr8,17145642,17148485,+,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
5.262225476037958e-4,2.0502308308012895,0.096,0.022,1,10,Caacu.v4.9G007080,Chr9,11582220,11597422,-,Glycosyl hydrolase family protein
5.374747507903111e-4,3.3175666542865705,0.038,0.005,1,10,Caacu.v4.3G005160,Chr3,4331036,4333356,-,aspartate aminotransferase
5.374747507903111e-4,3.4670548986328757,0.038,0.005,1,10,Caacu.v4.21G006630,Chr21,8680812,8686136,-,conserved hypothetical protein
5.458352815233853e-4,3.1946994421648642,0.038,0.004,1,10,Caacu.v4.9G013510,Chr9,16863653,16867451,-,Ubiquitin-like superfamily protein
5.479442939759716e-4,3.349715603057456,0.038,0.005,1,10,Caacu.v4.17G000270,Chr17,592717,598208,-,Subtilisin-like serine endopeptidase family protein
5.521850599940626e-4,3.210953562673269,0.038,0.005,1,10,Caacu.v4.4G015010,Chr4,18044965,18046250,-,plastid movement impaired
5.564563823843462e-4,2.869695789340243,0.038,0.005,1,10,Caacu.v4.13G009860,Chr13,9671316,9672448,+,hypothetical protein
5.586035651676858e-4,2.7647437851336054,0.038,0.005,1,10,Caacu.v4.7G008110,Chr7,14073791,14076339,-,Fasciclin-like arabinogalactan family protein
5.622828913764441e-4,1.8264514801239213,0.154,0.049,1,10,Caacu.v4.6G016880,Chr6,16732092,16753161,+,Transducin/WD40 repeat-like superfamily protein
5.670228938285133e-4,2.269726867243259,0.077,0.016,1,10,Caacu.v4.2G018120,Chr2,24059876,24089360,+,starch branching enzyme 2.1
5.681742768840416e-4,3.091811364124176,0.058,0.01,1,10,Caacu.v4.3G017410,Chr3,17460558,17465344,+,tetratricopetide-repeat thioredoxin-like
5.78692198186394e-4,1.0247135756229153,0.462,0.257,1,10,Caacu.v4.4G011460,Chr4,15184587,15185936,+,hypothetical protein
6.027632068227826e-4,2.595404824735825,0.058,0.01,1,10,Caacu.v4.2G025750,Chr2,30361179,30369229,-,CBS domain-containing protein with a domain of unknown function (DUF21)
6.027632068227826e-4,2.6694769786744064,0.058,0.01,1,10,Caacu.v4.3G009240,Chr3,7796932,7802630,+,conserved hypothetical protein
6.060028987418344e-4,2.605005978598408,0.058,0.009,1,10,Caacu.v4.14G009120,Chr14,7508432,7518853,+,UbiA prenyltransferase family protein
6.157736749250535e-4,2.702992560088518,0.096,0.023,1,10,Caacu.v4.2G020820,Chr2,26386913,26391089,-,myb-like HTH transcriptional regulator family protein
6.375990137345208e-4,2.051149439266629,0.058,0.01,1,10,Caacu.v4.5G008940,Chr5,7071681,7076045,+,Clathrin light chain protein
6.384508337543579e-4,2.1844132296079897,0.058,0.01,1,10,Caacu.v4.13G011670,Chr13,12736654,12738747,-,"myosin, putative"
6.440360025093689e-4,2.411249499336371,0.077,0.016,1,10,Caacu.v4.14G005120,Chr14,3652506,3671403,+,dynamin-related protein 3A
6.465354576137075e-4,2.467311940832482,0.096,0.023,1,10,Caacu.v4.1G020690,Chr1,26160416,26164712,+,conserved hypothetical protein
6.682582148503085e-4,2.7000275208459064,0.077,0.016,1,10,Caacu.v4.14G008090,Chr14,6490459,6496887,-,aspartic proteinase A1
6.845090766144658e-4,2.079589693920551,0.135,0.041,1,10,Caacu.v4.2G002890,Chr2,2106208,2115746,+,"dehydroquinate dehydratase, putative / shikimate dehydrogenase, putative"
7.387737436091913e-4,0.8567597247130065,0.058,0.023,1,10,Caacu.v4.7G002200,Chr7,6492962,6517779,-,Ankyrin repeat family protein
7.392694432535236e-4,2.452864228023406,0.058,0.011,1,10,Caacu.v4.9G014030,Chr9,17178877,17188192,-,chromatin-remodeling protein
7.408004087517375e-4,2.4383108493678316,0.077,0.016,1,10,Caacu.v4.2G031060,Chr2,34742747,34751441,-,Plant protein of unknown function (DUF936)
7.495485384647618e-4,2.708582888787247,0.058,0.01,1,10,Caacu.v4.1G019780,Chr1,25315397,25322297,+,tobamovirus multiplication 2B
7.825387873359276e-4,2.8854154992423524,0.077,0.016,1,10,Caacu.v4.1G020270,Chr1,25863391,25878429,-,ureidoglycine aminohydrolase
7.895914675168067e-4,1.955051142558537,0.058,0.009,1,10,Caacu.v4.6G021290,Chr6,20700930,20711697,-,L-fucokinase/GDP-L-fucose pyrophosphorylase
7.968502206561012e-4,3.7309691331288533,0.038,0.005,1,10,Caacu.v4.19G008790,Chr19,11899475,11903543,+,hypothetical protein
7.968502539581427e-4,3.743072752269712,0.038,0.005,1,10,Caacu.v4.1G013860,Chr1,20157636,20160348,-,HIT-type Zinc finger family protein
8.005581146117332e-4,1.7882731423512717,0.135,0.041,1,10,Caacu.v4.11G005680,Chr11,7626670,7634826,-,conserved hypothetical protein
8.037790992291326e-4,2.0342319257070414,0.115,0.032,1,10,Caacu.v4.3G009910,Chr3,8335939,8345280,-,Galactosyltransferase family protein
8.115620153253135e-4,3.8951623569661873,0.038,0.005,1,10,Caacu.v4.8G019470,Chr8,19726676,19730678,-,RNA-binding KH domain-containing protein
8.175169415030764e-4,3.2043787963227035,0.038,0.005,1,10,Caacu.v4.13G008470,Chr13,7469911,7473747,+,conserved hypothetical protein
8.177319094538384e-4,0.9386453219891434,0.038,0.008,1,10,Caacu.v4.16G006650,Chr16,6139470,6141797,+,Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein
8.186544232916133e-4,1.5298309955078309,0.115,0.038,1,10,Caacu.v4.20G008000,Chr20,7729580,7752195,+,pfkB-like carbohydrate kinase family protein
8.220097388386866e-4,3.2548187778889086,0.038,0.005,1,10,Caacu.v4.6G004950,Chr6,4483496,4485258,+,hypothetical protein
8.279341016292074e-4,2.056533721244811,0.115,0.032,1,10,Caacu.v4.8G002920,Chr8,3752515,3756319,+,homology to ABI1
8.324000178994806e-4,2.4822704810575518,0.058,0.011,1,10,Caacu.v4.6G001400,Chr6,1334587,1337768,+,UDP-Glycosyltransferase superfamily protein
8.325821989116606e-4,2.820449697185107,0.038,0.005,1,10,Caacu.v4.13G003250,Chr13,2467480,2476001,-,MRG family protein
8.325821989116606e-4,3.026220385221652,0.038,0.005,1,10,Caacu.v4.13G010970,Chr13,11164763,11169817,+,hypothetical protein
8.35785587671788e-4,1.6803890877206944,0.077,0.016,1,10,Caacu.v4.6G004430,Chr6,4117679,4120513,-,conserved hypothetical protein
8.487781879642048e-4,2.0099224605542756,0.115,0.032,1,10,Caacu.v4.15G010920,Chr15,14960815,14965134,+,hypothetical protein
8.512306084371761e-4,1.6500963924556278,0.077,0.016,1,10,Caacu.v4.15G001470,Chr15,2470467,2480413,+,"Protein of unknown function, DUF593"
8.541064099132203e-4,2.6110978844852353,0.038,0.005,1,10,Caacu.v4.15G001870,Chr15,3036066,3049988,+,FAR1-related sequence
8.67890551157659e-4,2.374749225788456,0.096,0.024,1,10,Caacu.v4.3G001600,Chr3,1431893,1444465,+,FGGY family of carbohydrate kinase
8.684514456322882e-4,2.342391473636929,0.077,0.016,1,10,Caacu.v4.1G000320,Chr1,840820,855679,+,Adaptin family protein
8.793370180134098e-4,2.2933854739378847,0.038,0.005,1,10,Caacu.v4.11G006420,Chr11,8516883,8520592,-,global transcription factor group E8
8.833998155166843e-4,3.2995119567566773,0.058,0.01,1,10,Caacu.v4.7G013860,Chr7,18702706,18708836,-,hypothetical protein
8.992687279956403e-4,2.729414050819625,0.058,0.01,1,10,Caacu.v4.1G020020,Chr1,25491334,25511322,+,"RNA helicase, putative"
9.162618435821403e-4,2.031561189713205,0.115,0.032,1,10,Caacu.v4.2G028980,Chr2,32945961,32959249,-,multifunctional protein
9.17832039472939e-4,1.9612885675215344,0.077,0.016,1,10,Caacu.v4.11G007550,Chr11,9807300,9815287,-,IQ-domain
9.339047279184389e-4,2.5584577055104454,0.231,0.098,1,10,Caacu.v4.12G008270,Chr12,13627025,13630821,+,hypothetical protein
9.436830123135822e-4,2.4746805236303384,0.058,0.01,1,10,Caacu.v4.2G005120,Chr2,3778506,3788542,+,phytochelatin synthase 1 (PCS1)
9.678513125387895e-4,1.2020350838443625,0.038,0.006,1,10,Caacu.v4.1G031090,Chr1,34470903,34483219,+,Disease resistance protein (CC-NBS-LRR class) family
9.679821569327418e-4,2.6005145745737113,0.096,0.025,1,10,Caacu.v4.6G000340,Chr6,512473,515913,+,Phototropic-responsive NPH3 family protein
9.848717692986157e-4,1.5409282548445546,0.115,0.032,1,10,Caacu.v4.5G001710,Chr5,1206921,1222288,-,SIGNAL PEPTIDE PEPTIDASE-LIKE
0.0010017839900208182,2.2141935647798356,0.115,0.033,1,10,Caacu.v4.6G001630,Chr6,1572819,1582818,-,K-box region and MADS-box transcription factor family protein 
0.0010103011463480217,1.9964363397463478,0.058,0.01,1,10,Caacu.v4.15G007490,Chr15,12231704,12235015,+,Glycinamide ribonucleotide (GAR) synthetase
0.0010277875965357059,2.5369653517526713,0.115,0.034,1,10,Caacu.v4.1G017700,Chr1,23628604,23640111,+,ENTH/VHS family protein
0.0010285758421612968,1.5146542010181259,0.077,0.016,1,10,Caacu.v4.7G006870,Chr7,12864223,12870316,-,Seven transmembrane MLO family protein
0.0010408829099958574,1.5478484181527878,0.212,0.087,1,10,Caacu.v4.1G000940,Chr1,2137818,2143324,-,Pectinacetylesterase family protein
0.0010852803387870345,2.476003309774722,0.077,0.017,1,10,Caacu.v4.3G014430,Chr3,12785431,12792919,-,Protein of unknown function (DUF1068)
0.0010861490742690666,1.752141535045301,0.115,0.033,1,10,Caacu.v4.21G010960,Chr21,12003735,12010001,+,Protein kinase superfamily protein
0.0011081511678486214,1.6035173373175065,0.096,0.024,1,10,Caacu.v4.13G007780,Chr13,6600766,6607875,+,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
0.0011131645163114728,2.1757767653657893,0.077,0.017,1,10,Caacu.v4.16G011980,Chr16,12576302,12588436,+,saposin B domain-containing protein
0.001163098729198268,3.6225965840877645,0.038,0.005,1,10,Caacu.v4.1G004420,Chr1,8693916,8699038,+,Protein of unknown function (DUF3741)
0.001167147063951332,4.074085555840502,0.038,0.005,1,10,Caacu.v4.19G006110,Chr19,9827117,9830555,+,ACT domain repeat
0.0011829707711944735,2.173484594121058,0.115,0.033,1,10,Caacu.v4.10G012380,Chr10,15493429,15513411,+,histidine kinase
0.001189254199350282,2.1285993724175007,0.077,0.017,1,10,Caacu.v4.3G009880,Chr3,8310151,8315699,-,tetraacyldisaccharide 4'-kinase family protein
0.0011897212115150925,2.2796728244919713,0.058,0.01,1,10,Caacu.v4.17G006250,Chr17,10806201,10820320,+,sec23/sec24 transport family protein
0.0011943868735296212,5.225408698661649,0.019,0.001,1,10,Caacu.v4.2G021560,Chr2,26945722,26948167,+,glutathione S-transferase TAU
0.0011943868735296212,4.5383750449869,0.019,0.001,1,10,Caacu.v4.3G014670,Chr3,13096821,13103450,+,hypothetical protein
0.0011943868735296212,4.633950015244138,0.019,0.001,1,10,Caacu.v4.3G015270,Chr3,13777028,13777947,-,Calcium-binding EF-hand family protein
0.0011943868735296212,4.433846012789138,0.019,0.001,1,10,Caacu.v4.10G003260,Chr10,3246904,3247934,-,conserved hypothetical protein
0.0011943868735296212,4.802239082460856,0.019,0.001,1,10,Caacu.v4.10G013760,Chr10,16572910,16577090,-,Protein kinase superfamily protein
0.0011943868735296212,4.252218856814237,0.019,0.001,1,10,Caacu.v4.10G015150,Chr10,17777137,17780614,+,Protein of unknown function (DUF2921)
0.0011943868735296212,4.7885944454611815,0.019,0.001,1,10,Caacu.v4.11G006970,Chr11,9135876,9138373,-,hypothetical protein
0.0011943868735296212,4.407875759161725,0.019,0.001,1,10,Caacu.v4.17G004530,Chr17,8770876,8778971,+,hypothetical protein
0.001195851730489316,3.1090462405902746,0.038,0.005,1,10,Caacu.v4.7G016590,Chr7,20752676,20754043,+,NAD(P)-binding Rossmann-fold superfamily protein
0.001195851730489316,3.1515552261405166,0.038,0.005,1,10,Caacu.v4.21G008490,Chr21,10107689,10110144,+,Homeobox-leucine zipper protein family
0.001198530483412644,2.0760118336880193,0.058,0.01,1,10,Caacu.v4.17G005950,Chr17,10560499,10571768,-,conserved hypothetical protein
0.0012000052306378886,3.1706351626671263,0.038,0.005,1,10,Caacu.v4.1G031310,Chr1,34681220,34686473,-,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
0.0012008408061518338,2.017772566009907,0.077,0.017,1,10,Caacu.v4.1G022900,Chr1,28150113,28166756,+,Protein kinase protein with tetratricopeptide repeat domain
0.001202144091862948,4.153259752651467,0.019,0.001,1,10,Caacu.v4.4G015890,Chr4,18778852,18787741,-,conserved hypothetical protein
0.001202144091862948,4.413388084800279,0.019,0.001,1,10,Caacu.v4.12G011100,Chr12,16287584,16290619,-,UDP-glucosyl transferase 85A7
0.001202144091862948,4.686951022846921,0.019,0.001,1,10,Caacu.v4.14G012610,Chr14,13726211,13736656,-,DREB2A-interacting protein
0.0012083522403923263,3.4344417883283302,0.038,0.005,1,10,Caacu.v4.6G021120,Chr6,20573095,20575163,-,Eukaryotic aspartyl protease family protein
0.00120994782898923,3.626070316640628,0.019,0.001,1,10,Caacu.v4.2G022450,Chr2,27670207,27673869,+,hypothetical protein
0.00120994782898923,3.7774648729947584,0.019,0.001,1,10,Caacu.v4.8G003640,Chr8,5383084,5389324,+,conserved hypothetical protein
0.00120994782898923,4.201443818273371,0.019,0.001,1,10,Caacu.v4.8G017800,Chr8,18370025,18371607,-,hypothetical protein
0.00120994782898923,3.635956737765207,0.019,0.001,1,10,Caacu.v4.15G008390,Chr15,13035583,13049604,-,nodulin MtN21 /EamA-like transporter family protein
0.00120994782898923,4.06696345104639,0.019,0.001,1,10,Caacu.v4.21G011300,Chr21,12283074,12297687,-,Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
0.0012125458274004166,3.0716925009671683,0.038,0.005,1,10,Caacu.v4.11G010980,Chr11,12671590,12676961,+,B-cell receptor-associated 31-like
0.0012125458274004166,2.605599076747085,0.038,0.005,1,10,Caacu.v4.19G006520,Chr19,10144818,10148750,-,general regulatory factor
0.0012177983371138112,2.855887404691454,0.019,0.001,1,10,Caacu.v4.7G000230,Chr7,1094369,1098043,+,hypothetical protein
0.0012177983371138112,3.307938469030068,0.019,0.001,1,10,Caacu.v4.7G003440,Chr7,8567514,8571865,+,IQ-domain
0.0012177983371138112,3.89886562988293,0.019,0.001,1,10,Caacu.v4.18G001250,Chr18,1277361,1278913,+,conserved hypothetical protein
0.0012177983371138112,3.867470023921819,0.019,0.001,1,10,Caacu.v4.20G011530,Chr20,12473510,12479444,+,tetratricopeptide repeat (TPR)-containing protein
0.0012177983371138112,4.00814769009755,0.019,0.001,1,10,Caacu.v4.21G000420,Chr21,484229,492152,+,BR-signaling kinase
0.0012209733599184416,2.90548692218122,0.038,0.005,1,10,Caacu.v4.7G015030,Chr7,19642519,19645641,+,NAD(P)-binding Rossmann-fold superfamily protein
0.0012256958696337972,3.383876638492597,0.019,0.001,1,10,Caacu.v4.5G001550,Chr5,1097174,1100340,-,syntaxin of plants
