A.thaliana	G.sempervirens	C.roseus
		
		
		
		
		CRO_07G004380.1
		
		
		
		
		
		CRO_07G004400.1
		
		
		
AT1G63260.1	Gelse_mpi.v2.7_MPIG010690.1	CRO_07G004410.1
		
		
		
AT1G12800.1	Gelse_mpi.v2.7_MPIG010680.1	CRO_07G004420.2
		
AT1G63270.1		
		
		
		
AT4G23080.1		
	Gelse_mpi.v2.7_MPIG010670.1	CRO_07G004430.2
		
	Gelse_mpi.v2.7_MPIG010140.1	CRO_07G004470.1
		
		
	Gelse_mpi.v2.7_MPIG010640.1	
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG010660.2	
		
		
		
AT1G63290.1		
	Gelse_mpi.v2.7_MPIG010650.4	CRO_07G004440.1
		
		
		
		
		
		
		
		
		
		
		
		
AT1G63295.1		
	Gelse_mpi.v2.7_MPIG010620.1	CRO_07G004450.1
		
		
AT1G63310.1		
		
		
AT1G63320.1		
		
		
		
AT1G63390.1		
AT1G63420.1	Gelse_mpi.v2.7_MPIG010570.2	
AT1G63410.1	Gelse_mpi.v2.7_MPIG010590.1	CRO_07G004490.1
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG010580.1	CRO_07G004500.3
		
		
		
	Gelse_mpi.v2.7_MPIG010630.1	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
AT5G41180.1	Gelse_mpi.v2.7_MPIG010560.2	CRO_07G004510.3
AT1G63430.2	Gelse_mpi.v2.7_MPIG010560.2	CRO_07G004510.3
		
		
		
		
		
		
		
AT5G41190.1	Gelse_mpi.v2.7_MPIG010550.3	CRO_07G004520.5
AT4G11640.1	Gelse_mpi.v2.7_MPIG010520.1	CRO_07G004550.6
	Gelse_mpi.v2.7_MPIG010540.1	CRO_07G004530.1
		
		
		
	Gelse_mpi.v2.7_MPIG010530.3	CRO_07G004540.1
		
		
		
	Gelse_mpi.v2.7_MPIG010510.1	
		
		
		
AT1G63440.1	Gelse_mpi.v2.7_MPIG010490.5	CRO_07G004560.1
		
AT4G23090.2		
		
AT5G41220.1	Gelse_mpi.v2.7_MPIG010480.2	CRO_07G004570.3
AT4G11630.1		
		
AT4G11610.1	Gelse_mpi.v2.7_MPIG010460.1	CRO_07G004600.1
AT5G41250.1		CRO_07G004610.1
AT1G63450.1		CRO_07G004610.1
AT4G11600.1		CRO_07G004620.2
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG010430.1	CRO_07G004640.1
		
AT1G63460.1	Gelse_mpi.v2.7_MPIG010420.2	CRO_07G004630.6
	Gelse_mpi.v2.7_MPIG010410.1	
		
		
		
		
		
AT1G63470.1	Gelse_mpi.v2.7_MPIG010350.6	CRO_07G004650.2
	Gelse_mpi.v2.7_MPIG010340.6	CRO_07G004660.4
		
AT1G63490.1	Gelse_mpi.v2.7_MPIG010330.1	CRO_07G004670.1
		
		
		
		
		
		
AT5G41140.1	Gelse_mpi.v2.7_MPIG010610.7	CRO_07G004460.2
AT1G63300.1	Gelse_mpi.v2.7_MPIG010610.7	CRO_07G004460.2
		
		
		
		
		
AT5G41260.1	Gelse_mpi.v2.7_MPIG010320.2	CRO_07G004680.4
AT1G63500.1	Gelse_mpi.v2.7_MPIG010320.2	CRO_07G004680.4
AT5G41270.1		
	Gelse_mpi.v2.7_MPIG010310.2	
		CRO_07G004690.1
	Gelse_mpi.v2.7_MPIG010300.1	
AT1G63522.1		
AT4G23100.1	Gelse_mpi.v2.7_MPIG010290.1	CRO_07G004700.4
	Gelse_mpi.v2.7_MPIG010270.2	
AT4G23103.1		
	Gelse_mpi.v2.7_MPIG010260.1	
AT4G23110.1		
AT4G11570.1	Gelse_mpi.v2.7_MPIG010250.1	CRO_07G004710.1
AT4G23120.1		
AT1G63540.1		
		
		
		
		
		CRO_07G004730.1
		
		
AT4G23180.1		
AT5G41290.1		
		
AT1G61750.1		
AT1G63570.1		
		
AT4G11560.1	Gelse_mpi.v2.7_MPIG010240.2	CRO_07G004750.1
		
		
AT4G11480.1		
AT4G11450.1	Gelse_mpi.v2.7_MPIG010230.10	CRO_07G004760.1
AT1G63520.1	Gelse_mpi.v2.7_MPIG010230.10	CRO_07G004760.1
		
AT4G23250.1		
		
		
AT4G11440.1		CRO_07G004770.1
		
		
		
		
AT1G63610.2		
		
		
AT4G23271.1		
		
	Gelse_mpi.v2.7_MPIG010220.1	
	Gelse_mpi.v2.7_MPIG010210.1	CRO_07G004780.1
		
AT1G63630.1		
	Gelse_mpi.v2.7_MPIG010200.1	
		
		
AT5G41310.1	Gelse_mpi.v2.7_MPIG010190.1	CRO_07G004790.1
AT1G63640.1	Gelse_mpi.v2.7_MPIG010190.1	CRO_07G004790.1
		
AT4G23330.1	Gelse_mpi.v2.7_MPIG010180.8	CRO_07G004800.4
		CRO_07G004810.1
		
		
AT4G23340.1		
AT4G11430.1		
		
AT5G41315.1	Gelse_mpi.v2.7_MPIG010170.2	CRO_07G004820.1
AT1G63650.1	Gelse_mpi.v2.7_MPIG010170.2	CRO_07G004820.1
		
	Gelse_mpi.v2.7_MPIG010150.3	CRO_07G004840.1
		
		
		
		
		
AT4G23370.1		
AT1G63670.1		
		
		
	Gelse_mpi.v2.7_MPIG010130.1	
		CRO_07G004850.1
AT1G63660.1	Gelse_mpi.v2.7_MPIG010160.1	CRO_07G004830.2
		
		
AT2G25230.1	Gelse_mpi.v2.7_MPIG010110.1	
		
AT4G11420.1		
AT1G63680.1	Gelse_mpi.v2.7_MPIG010090.4	CRO_07G004860.1
		
		
	Gelse_mpi.v2.7_MPIG010080.1	
		CRO_07G004870.1
		
AT5G41320.1		
		
		
AT1G63690.2	Gelse_mpi.v2.7_MPIG010070.1	CRO_07G004880.1
		
		
		
AT4G23410.1		
AT4G23400.1	Gelse_mpi.v2.7_MPIG010060.1	CRO_07G004890.1
		
		
		
		
	Gelse_mpi.v2.7_MPIG010030.1	
AT1G63700.1		
		
		
	Gelse_mpi.v2.7_MPIG010010.1	
		
		
	Gelse_mpi.v2.7_MPIG009990.1	
AT4G11410.1	Gelse_mpi.v2.7_MPIG009980.1	CRO_07G004900.1
AT4G23420.3	Gelse_mpi.v2.7_MPIG009980.1	CRO_07G004900.1
		
		
		
		
		
		
		
		
AT1G63710.1	Gelse_mpi.v2.7_MPIG009940.7	CRO_07G004910.1
		
AT1G63720.1		
		CRO_07G004920.6
		
		
AT5G41330.1	Gelse_mpi.v2.7_MPIG009930.2	CRO_07G004930.1
		
		
		
	Gelse_mpi.v2.7_MPIG009920.3	CRO_07G004940.3
		
		
		
		
AT4G23432.1		
		
		
AT1G63770.5	Gelse_mpi.v2.7_MPIG009890.3	CRO_07G004950.1
		
	Gelse_mpi.v2.7_MPIG009900.2	CRO_07G004960.1
		
		
		
		
		
		
		
AT4G23440.1	Gelse_mpi.v2.7_MPIG009880.4	CRO_07G004970.1
		
AT1G63780.1		
		
		
		
		
		
		
		CRO_07G004980.3
		
AT4G11400.1	Gelse_mpi.v2.7_MPIG009860.3	CRO_07G004990.2
		
AT5G41340.1	Gelse_mpi.v2.7_MPIG009870.1	
AT1G63800.1	Gelse_mpi.v2.7_MPIG009870.1	
		
		
		CRO_07G005000.1
		
AT4G23450.2		
AT5G41350.1		CRO_07G005010.2
		
AT1G63810.1		
		
AT4G11393.1		
		
	Gelse_mpi.v2.7_MPIG009840.1	CRO_07G005020.6
		
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG009830.1	
		CRO_07G005030.5
		
		
		
		
	Gelse_mpi.v2.7_MPIG009820.1	CRO_07G005040.4
		
		
		
		
		
		
AT4G11380.2	Gelse_mpi.v2.7_MPIG002850.2	CRO_07G005050.1
AT4G23460.1	Gelse_mpi.v2.7_MPIG002850.2	CRO_07G005050.1
		
		
		
		
	Gelse_mpi.v2.7_MPIG002840.1	
		
		
		
		
AT5G41370.1	Gelse_mpi.v2.7_MPIG002830.1	CRO_07G005060.2
		
		
		
		
		
		
		
		
		
		
AT4G11385.1		
AT5G41380.1	Gelse_mpi.v2.7_MPIG002820.3	CRO_07G005070.1
AT1G63820.1	Gelse_mpi.v2.7_MPIG002820.3	CRO_07G005070.1
		
		
		
		
AT1G63840.1		
AT4G23470.1	Gelse_mpi.v2.7_MPIG002810.2	CRO_07G005080.7
AT5G41390.1	Gelse_mpi.v2.7_MPIG002810.2	CRO_07G005080.7
AT1G63830.2	Gelse_mpi.v2.7_MPIG002810.2	CRO_07G005080.7
		
		
	Gelse_mpi.v2.7_MPIG002800.1	CRO_07G005090.1
		
		
		
		
AT5G41400.1		
		
		
		
AT1G63850.1	Gelse_mpi.v2.7_MPIG002790.2	CRO_07G005100.1
		
		
		
		
AT5G41401.1		
		
	Gelse_mpi.v2.7_MPIG002780.1	CRO_07G005110.2
		
		
		
		
		
AT5G41410.1	Gelse_mpi.v2.7_MPIG002770.4	CRO_07G005120.2
AT4G11370.1		
	Gelse_mpi.v2.7_MPIG002760.1	
		
		
AT1G63855.3		
	Gelse_mpi.v2.7_MPIG002750.1	CRO_07G005130.2
AT5G41420.1		
		CRO_07G005140.1
		
		
		
		CRO_07G005150.1
		
		
AT5G41440.1		
		CRO_07G005160.1
		
		
		
		
		
		
AT4G11350.1	Gelse_mpi.v2.7_MPIG002740.3	CRO_07G005180.1
AT4G23490.1	Gelse_mpi.v2.7_MPIG002740.3	CRO_07G005180.1
AT5G41460.1	Gelse_mpi.v2.7_MPIG002740.3	CRO_07G005180.1
		
	Gelse_mpi.v2.7_MPIG002720.1	
AT4G23493.1	Gelse_mpi.v2.7_MPIG002710.1	CRO_07G005190.2
	Gelse_mpi.v2.7_MPIG002730.1	
		
		
AT5G41470.1	Gelse_mpi.v2.7_MPIG002700.1	CRO_07G005200.1
AT4G11340.1		
		
AT4G23496.1	Gelse_mpi.v2.7_MPIG002690.1	CRO_07G005210.1
AT5G41480.1		
		
AT4G23500.1	Gelse_mpi.v2.7_MPIG002670.1	CRO_07G005220.1
	Gelse_mpi.v2.7_MPIG002660.1	
		
AT4G11330.1	Gelse_mpi.v2.7_MPIG002650.1	CRO_07G005230.2
		
		
		CRO_07G005240.1
		
	Gelse_mpi.v2.7_MPIG002640.1	
		
		
AT4G11320.1		
AT1G63900.2		
		CRO_07G005250.1
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG002630.1	CRO_07G005260.1
		
		
	Gelse_mpi.v2.7_MPIG002620.6	CRO_07G005270.1
AT5G41520.1		
		
AT1G63910.1	Gelse_mpi.v2.7_MPIG002610.1	CRO_07G005280.1
		
		
		
AT5G41530.1		
AT4G11300.1		
AT1G63930.1	Gelse_mpi.v2.7_MPIG002600.1	CRO_07G005290.1
		
AT4G23520.1		
		
AT1G63940.2	Gelse_mpi.v2.7_MPIG002590.3	CRO_07G005300.3
		
		
AT4G11290.1		
		
		
		
AT1G63950.1		
AT4G23530.1		
		
	Gelse_mpi.v2.7_MPIG002580.3	CRO_07G005320.1
AT4G11280.1	Gelse_mpi.v2.7_MPIG002570.1	CRO_07G005330.1
		
		
		CRO_07G005340.1
		
		
AT4G23540.1		
AT4G11240.1		CRO_07G005350.2
AT1G64040.1		CRO_07G005350.2
		
		
AT5G41580.1	Gelse_mpi.v2.7_MPIG002470.1	CRO_07G005360.5
		
		
		
AT4G11270.1	Gelse_mpi.v2.7_MPIG002480.2	CRO_07G005370.2
		
		
AT5G41570.1	Gelse_mpi.v2.7_MPIG002490.1	CRO_07G005380.1
AT1G64000.1	Gelse_mpi.v2.7_MPIG002490.1	CRO_07G005380.1
AT4G23560.1	Gelse_mpi.v2.7_MPIG002500.1	CRO_07G005390.1
AT1G62170.2		
AT1G64010.1		
	Gelse_mpi.v2.7_MPIG002510.2	
AT4G23550.1	Gelse_mpi.v2.7_MPIG002520.1	CRO_07G005400.1
AT4G11260.1		
		
AT1G64020.1		
AT1G63990.1	Gelse_mpi.v2.7_MPIG002530.1	CRO_07G005410.1
		
AT4G23570.3		
		
AT1G63970.1	Gelse_mpi.v2.7_MPIG002560.1	CRO_07G005430.1
AT5G41560.1	Gelse_mpi.v2.7_MPIG002550.3	CRO_07G005440.1
AT1G64050.1	Gelse_mpi.v2.7_MPIG002460.4	CRO_07G005450.1
AT1G63980.1	Gelse_mpi.v2.7_MPIG002540.1	CRO_07G005420.7
AT4G23590.1		
AT5G41590.1	Gelse_mpi.v2.7_MPIG002450.1	CRO_07G005460.2
	Gelse_mpi.v2.7_MPIG002440.11	
	Gelse_mpi.v2.7_MPIG002430.1	
		
AT1G64060.1	Gelse_mpi.v2.7_MPIG002420.1	CRO_07G005470.2
	Gelse_mpi.v2.7_MPIG002410.1	
	Gelse_mpi.v2.7_MPIG002390.1	
	Gelse_mpi.v2.7_MPIG002360.1	
		
AT1G64065.1	Gelse_mpi.v2.7_MPIG002350.1	CRO_07G005480.1
	Gelse_mpi.v2.7_MPIG002330.1	CRO_07G005500.1
AT4G11230.1		
AT4G23610.1		
		
		
		
		CRO_07G005520.1
		
AT1G64080.1	Gelse_mpi.v2.7_MPIG002320.1	CRO_07G005530.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG002300.1	CRO_07G005550.1
		
	Gelse_mpi.v2.7_MPIG002290.1	
		
		
		
	Gelse_mpi.v2.7_MPIG002270.1	
		
AT1G64105.1		
	Gelse_mpi.v2.7_MPIG002240.3	
	Gelse_mpi.v2.7_MPIG002280.1	
		
AT4G23620.2	Gelse_mpi.v2.7_MPIG002120.3	
AT4G11220.1	Gelse_mpi.v2.7_MPIG002110.1	CRO_07G005560.2
AT4G23630.1	Gelse_mpi.v2.7_MPIG002110.1	CRO_07G005560.2
AT5G41600.1	Gelse_mpi.v2.7_MPIG002110.1	CRO_07G005560.2
AT1G64090.2	Gelse_mpi.v2.7_MPIG002110.1	CRO_07G005560.2
	Gelse_mpi.v2.7_MPIG002190.1	
AT1G64107.1		
		
		
		
		
AT4G11211.1		
AT1G64110.2	Gelse_mpi.v2.7_MPIG002100.1	CRO_07G005570.1
		
	Gelse_mpi.v2.7_MPIG002090.1	
		
AT4G23640.1		
		
	Gelse_mpi.v2.7_MPIG002080.6	CRO_07G005580.1
		
		
		
		
	Gelse_mpi.v2.7_MPIG002070.1	CRO_07G005590.1
		
		
AT1G64130.1		
AT4G23650.1	Gelse_mpi.v2.7_MPIG002060.3	CRO_07G005600.2
		
		
	Gelse_mpi.v2.7_MPIG002050.3	CRO_07G005610.1
		
AT4G23660.3		
		CRO_07G005620.1
		
		
AT1G64140.1	Gelse_mpi.v2.7_MPIG002040.1	CRO_07G005630.1
		
		
AT1G64142.1		
AT1G64150.1	Gelse_mpi.v2.7_MPIG002030.5	CRO_07G005640.1
AT4G11190.1	Gelse_mpi.v2.7_MPIG002000.1	
AT4G23690.1	Gelse_mpi.v2.7_MPIG002000.1	
AT1G64160.1	Gelse_mpi.v2.7_MPIG002000.1	
		
AT4G23670.1		
		
		
		
	Gelse_mpi.v2.7_MPIG002020.1	CRO_07G005660.1
		
	Gelse_mpi.v2.7_MPIG002010.1	
		
		CRO_07G005670.1
		
		
		
		
		
		CRO_07G005680.1
AT1G64170.1		
		
		
		
		
AT5G41610.1	Gelse_mpi.v2.7_MPIG001980.2	CRO_07G005690.4
		
AT5G41614.1		
		
		
		
		
		
		
AT4G23700.1		
AT5G41620.1	Gelse_mpi.v2.7_MPIG001930.3	CRO_07G005700.3
AT1G64180.1	Gelse_mpi.v2.7_MPIG001930.3	CRO_07G005700.3
		
		
AT4G11175.1		
		
		
	Gelse_mpi.v2.7_MPIG001920.2	CRO_07G005710.2
		
		
		
		
		
		
		
AT4G23710.1		
		CRO_07G005720.1
		
		
		
		
		
		
		
AT1G64185.1		
AT5G41650.1		
	Gelse_mpi.v2.7_MPIG001910.1	CRO_07G005730.3
AT5G41660.1		
AT4G23720.1	Gelse_mpi.v2.7_MPIG001900.2	CRO_07G005740.1
		
AT5G41670.1	Gelse_mpi.v2.7_MPIG001890.2	CRO_07G005750.1
AT1G64190.1	Gelse_mpi.v2.7_MPIG001890.2	CRO_07G005750.1
		
		
		
	Gelse_mpi.v2.7_MPIG001880.1	CRO_07G005760.1
		
AT5G41680.1		
		
		
		
		
AT1G64195.1		
		
		
		
AT4G11160.1	Gelse_mpi.v2.7_MPIG001870.4	CRO_07G005770.1
		
AT5G41685.1		
		
		
AT4G11150.1	Gelse_mpi.v2.7_MPIG001860.1	CRO_07G005780.1
AT1G64200.1	Gelse_mpi.v2.7_MPIG001860.1	CRO_07G005780.1
		
AT5G41690.1		
		
	Gelse_mpi.v2.7_MPIG001850.1	CRO_07G005790.2
		
AT1G64210.1		
		
		
AT5G41700.4		
		
		
		
		
		
		
AT4G23730.1	Gelse_mpi.v2.7_MPIG001840.1	CRO_07G005800.10
		
AT1G64220.1		
		
AT4G11140.1		
AT5G41720.1		
	Gelse_mpi.v2.7_MPIG001830.1	
		
		
AT4G23740.1	Gelse_mpi.v2.7_MPIG001820.2	CRO_07G005810.3
AT1G64230.4		
		
	Gelse_mpi.v2.7_MPIG001810.1	CRO_07G005820.1
		
AT1G64235.1		
		
		
		
		
AT4G11130.1		
AT4G23750.1	Gelse_mpi.v2.7_MPIG001800.1	CRO_07G005830.1
AT1G64255.1		
		
AT4G23760.1	Gelse_mpi.v2.7_MPIG001790.1	CRO_07G005840.1
		
AT5G41760.1		
	Gelse_mpi.v2.7_MPIG001780.1	CRO_07G005850.1
		
		
AT4G11120.1		
AT1G64280.1		
		
		
		
		
AT5G41761.1	Gelse_mpi.v2.7_MPIG001760.1	CRO_07G005860.1
		
		
		
		
		
AT1G64290.1		
		
		
	Gelse_mpi.v2.7_MPIG001740.2	CRO_07G005870.1
		
AT5G41765.1		
		
		
	Gelse_mpi.v2.7_MPIG001720.2	CRO_07G005890.2
AT5G41730.1		
AT1G64300.1		
AT4G11110.1	Gelse_mpi.v2.7_MPIG001730.1	CRO_07G005880.3
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG001710.1	
		
		
		
AT1G64310.1		
AT5G41770.1	Gelse_mpi.v2.7_MPIG001700.2	CRO_07G005900.2
		
AT5G41774.1		
		
AT5G41780.1	Gelse_mpi.v2.7_MPIG001690.1	CRO_07G005910.1
AT1G64320.1	Gelse_mpi.v2.7_MPIG001690.1	CRO_07G005910.1
AT4G11100.1		
AT5G41790.1	Gelse_mpi.v2.7_MPIG001680.1	CRO_07G005920.5
AT1G64330.1	Gelse_mpi.v2.7_MPIG001680.1	CRO_07G005920.5
AT4G23780.1		
	Gelse_mpi.v2.7_MPIG001670.1	CRO_07G005930.2
		
		
		
	Gelse_mpi.v2.7_MPIG001660.1	CRO_07G005940.1
		
		
	Gelse_mpi.v2.7_MPIG001650.3	CRO_07G005950.1
		
		
AT4G11090.1	Gelse_mpi.v2.7_MPIG001640.1	CRO_07G005960.1
AT4G23790.1	Gelse_mpi.v2.7_MPIG001640.1	CRO_07G005960.1
AT4G11080.1	Gelse_mpi.v2.7_MPIG001630.1	CRO_07G005970.1
AT4G23800.1	Gelse_mpi.v2.7_MPIG001630.1	CRO_07G005970.1
AT5G41800.1	Gelse_mpi.v2.7_MPIG001620.5	CRO_07G005990.2
AT1G64340.1		
AT5G41810.1	Gelse_mpi.v2.7_MPIG001610.1	CRO_07G006000.1
		
		
		
AT5G41820.1		
		CRO_07G006020.1
		
		
		
	Gelse_mpi.v2.7_MPIG001600.1	CRO_07G006030.1
		
AT1G64350.1	Gelse_mpi.v2.7_MPIG001580.2	CRO_07G006040.1
	Gelse_mpi.v2.7_MPIG001570.1	
		
		
AT1G64355.1	Gelse_mpi.v2.7_MPIG001560.1	CRO_07G006050.3
AT4G11060.1		
		
AT4G11070.1	Gelse_mpi.v2.7_MPIG001550.1	CRO_07G006060.1
AT4G23810.1	Gelse_mpi.v2.7_MPIG001550.1	CRO_07G006060.1
		
		
		
	Gelse_mpi.v2.7_MPIG001540.1	CRO_07G006070.1
		
	Gelse_mpi.v2.7_MPIG001530.1	
		
		
		
AT5G41850.1	Gelse_mpi.v2.7_MPIG001520.2	CRO_07G006080.1
		
		
		
		
		
		
		
		
		
		
AT1G64360.1		
	Gelse_mpi.v2.7_MPIG001510.1	CRO_07G006090.2
		
		
		
		
		CRO_07G006100.3
		
	Gelse_mpi.v2.7_MPIG001500.1	CRO_07G006110.3
		
		
		
		
		
		
		
		
AT5G41860.1	Gelse_mpi.v2.7_MPIG001490.1	CRO_07G006120.1
AT1G64370.1		
AT4G23820.1	Gelse_mpi.v2.7_MPIG001480.1	CRO_07G006130.2
AT5G41870.1	Gelse_mpi.v2.7_MPIG001480.1	CRO_07G006130.2
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG001470.1	CRO_07G006140.1
		
		
		
AT5G41880.1	Gelse_mpi.v2.7_MPIG001460.4	CRO_07G006150.1
		
		
		
AT1G64380.1	Gelse_mpi.v2.7_MPIG001450.1	CRO_07G006160.1
		
		
		
		
		
AT1G64385.1	Gelse_mpi.v2.7_MPIG001440.4	CRO_07G006170.3
		
		
		
		
		
		
AT4G11050.1	Gelse_mpi.v2.7_MPIG001430.1	CRO_07G006180.1
AT1G64390.1	Gelse_mpi.v2.7_MPIG001430.1	CRO_07G006180.1
		
AT4G11040.1		
		
		
	Gelse_mpi.v2.7_MPIG001420.1	
		
		
		
		
		
		
AT4G23840.1	Gelse_mpi.v2.7_MPIG001410.1	CRO_07G006190.2
		
AT4G11030.1	Gelse_mpi.v2.7_MPIG001400.2	CRO_07G006200.2
AT4G23850.1	Gelse_mpi.v2.7_MPIG001400.2	CRO_07G006200.2
AT1G64400.1	Gelse_mpi.v2.7_MPIG001400.2	CRO_07G006200.2
		
		
		
AT4G23860.1	Gelse_mpi.v2.7_MPIG001380.1	
		
	Gelse_mpi.v2.7_MPIG001390.1	CRO_07G006210.1
		
AT4G23870.1		
		
		
		
AT4G11020.1		
AT4G23880.1	Gelse_mpi.v2.7_MPIG001360.1	CRO_07G006220.1
AT4G23882.1		
		
AT4G23885.1	Gelse_mpi.v2.7_MPIG001350.1	CRO_07G006230.1
		
		
AT4G23890.1	Gelse_mpi.v2.7_MPIG001340.1	CRO_07G006240.1
		
		
AT1G64405.1	Gelse_mpi.v2.7_MPIG001370.1	
		
AT4G23895.1	Gelse_mpi.v2.7_MPIG001320.1	
		
		
		
		
	Gelse_mpi.v2.7_MPIG001330.4	CRO_07G006250.6
		
AT4G11010.1	Gelse_mpi.v2.7_MPIG001310.2	CRO_07G006260.1
AT4G23900.1	Gelse_mpi.v2.7_MPIG001310.2	CRO_07G006260.1
		
		
AT4G10970.6	Gelse_mpi.v2.7_MPIG001300.1	CRO_07G006270.3
AT4G23910.1	Gelse_mpi.v2.7_MPIG001300.1	CRO_07G006270.3
		
		
		
		
AT1G64430.1	Gelse_mpi.v2.7_MPIG001290.1	CRO_07G006280.4
		
		
		
AT4G10960.1	Gelse_mpi.v2.7_MPIG001280.1	CRO_07G006290.2
AT4G23920.1	Gelse_mpi.v2.7_MPIG001280.1	CRO_07G006290.2
AT1G64440.1	Gelse_mpi.v2.7_MPIG001280.1	CRO_07G006290.2
		CRO_07G006300.1
AT5G42080.1		
		
		
		
		
		
AT1G64450.1		
		CRO_07G006320.1
		
		
AT4G10955.1	Gelse_mpi.v2.7_MPIG001270.4	CRO_07G006340.1
	Gelse_mpi.v2.7_MPIG001260.1	
		
AT1G64460.1		
AT4G23930.1	Gelse_mpi.v2.7_MPIG001240.1	CRO_07G006330.3
		
	Gelse_mpi.v2.7_MPIG001230.1	CRO_07G006350.1
	Gelse_mpi.v2.7_MPIG001220.1	
		
		
		
AT1G64470.1		
AT4G10950.1	Gelse_mpi.v2.7_MPIG001210.1	CRO_07G006360.1
		
		
		
		CRO_07G006370.1
		
		
AT4G10940.1		
		
		
		
		
		
AT1G64480.1	Gelse_mpi.v2.7_MPIG001200.5	CRO_07G006380.7
AT4G10930.1	Gelse_mpi.v2.7_MPIG001190.2	CRO_07G006390.7
		
		
		
AT4G23940.1	Gelse_mpi.v2.7_MPIG001180.1	CRO_07G006400.2
		
		
	Gelse_mpi.v2.7_MPIG001170.1	
AT4G23950.2		CRO_07G006410.3
		
		
AT1G64490.1		
AT5G42070.1	Gelse_mpi.v2.7_MPIG001160.1	CRO_07G006420.2
		
AT4G10920.1	Gelse_mpi.v2.7_MPIG001150.1	CRO_07G006430.3
AT4G10925.1		
AT4G23960.1		
		CRO_07G006440.2
	Gelse_mpi.v2.7_MPIG001140.1	CRO_07G006450.1
		
		
AT4G10910.1		
AT1G64500.1	Gelse_mpi.v2.7_MPIG001130.1	CRO_07G006460.1
		
		
AT4G23970.1		
		
AT5G42050.1	Gelse_mpi.v2.7_MPIG001120.1	CRO_07G006470.1
		
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG001110.3	CRO_07G006480.1
AT4G10895.1		
		
		
		
		
		
		
		
AT4G23980.1	Gelse_mpi.v2.7_MPIG001100.2	CRO_07G006490.2
		
		
		
		
		
		
		
AT4G24000.1	Gelse_mpi.v2.7_MPIG001090.3	CRO_07G006500.1
		
		
		
		
		
AT4G24015.1	Gelse_mpi.v2.7_MPIG001080.1	CRO_07G006510.1
		
		
AT1G64510.1	Gelse_mpi.v2.7_MPIG001070.1	CRO_07G006520.1
		
		
		
		
AT5G42040.1	Gelse_mpi.v2.7_MPIG001060.1	CRO_07G006530.1
AT1G64520.1	Gelse_mpi.v2.7_MPIG001060.1	CRO_07G006530.1
		
		
		CRO_07G006540.5
		
		
		
AT4G10890.1	Gelse_mpi.v2.7_MPIG001050.8	CRO_07G006550.1
		
		
		
		
AT4G10870.1		
		
		
		
		
	Gelse_mpi.v2.7_MPIG001040.5	CRO_07G006570.2
		
		
		
		
		
AT4G24020.1	Gelse_mpi.v2.7_MPIG001030.1	CRO_07G006580.2
AT1G64530.1	Gelse_mpi.v2.7_MPIG001030.1	CRO_07G006580.2
		
		CRO_07G006600.1
		
		
		
AT4G10850.1	Gelse_mpi.v2.7_MPIG001020.1	CRO_07G006610.1
		
AT4G10845.1		
AT4G24030.1		
AT4G10840.1	Gelse_mpi.v2.7_MPIG001010.5	CRO_07G006620.1
		
		
		
		
		CRO_07G006630.1
		
		
		
		
		
		
		
		
		
	Gelse_mpi.v2.7_MPIG001000.6	CRO_07G006640.1
		
		
		
AT5G42020.1	Gelse_mpi.v2.7_MPIG000990.1	CRO_07G006650.1
		
		
AT4G24026.1		
		
	Gelse_mpi.v2.7_MPIG000980.1	CRO_07G006660.1
		
		
		
		CRO_07G006670.1
		
		
		
		
AT1G64550.1	Gelse_mpi.v2.7_MPIG000970.1	CRO_07G006680.3
		
AT1G64561.1		
		
	Gelse_mpi.v2.7_MPIG000960.1	
		
		
		
		
AT1G64570.1		
		
		
		
	Gelse_mpi.v2.7_MPIG000940.1	
		
AT1G64585.1		
		
AT4G24050.1	Gelse_mpi.v2.7_MPIG000930.1	CRO_07G006700.1
AT1G64590.1	Gelse_mpi.v2.7_MPIG000930.1	CRO_07G006700.1
		
		
		
		
		
		
		
		
		
AT1G64600.1	Gelse_mpi.v2.7_MPIG000920.1	CRO_07G006710.1
AT4G10810.1		
	Gelse_mpi.v2.7_MPIG000910.1	
		
		
		
	Gelse_mpi.v2.7_MPIG000900.1	
		
		
		
AT5G42010.1	Gelse_mpi.v2.7_MPIG000890.1	CRO_07G006720.1
AT1G64610.1	Gelse_mpi.v2.7_MPIG000890.1	CRO_07G006720.1
		
		
		
		
		
		
		
		CRO_07G006730.1
		
		
		
		
		
		
		
		
AT4G24060.1	Gelse_mpi.v2.7_MPIG000880.1	CRO_07G006740.1
		
AT5G42000.1	Gelse_mpi.v2.7_MPIG000870.2	CRO_07G006750.1
		
	Gelse_mpi.v2.7_MPIG000860.1	
		
	Gelse_mpi.v2.7_MPIG000850.1	
